2500	2000	1700	1200	1000	0.3
2800	2300	2000	1500	1300	0.3
3100	2600	2300	1800	1600	0.4
3300	2800	2500	2000	1800	0.5
3500	3000	2700	2200	2000	0.6
3700	3200	2900	2400	2200	1.1
3800	3300	3000	2500	2300	1.3
2620	2120	1700	1200	1000	5.6
2920	2420	2000	1500	1300	6.9
3220	2720	2300	1800	1600	8.4
3420	2920	2500	2000	1800	10.0
3520	3020	2600	2100	1900	11.3
